,id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority
87,54,477085,0.69757289,0.27840538,0.33448307,0.66551693,0.12120117,0.36150832,0.01199493,0.17200153,0.03376127,381828,0.41916751,Hispanic
88,55,476078,0.65754929,0.31968479,0.23001241,0.76998759,0.08207545,0.3995829,0.01412582,0.2801906,0.02940524,378810,0.3378645,Hispanic
89,56,475488,0.69105776,0.28866234,0.0878264,0.9121736,0.02583654,0.68385682,0.00330213,0.20342795,0.03874265,370367,0.40239542,Hispanic
90,57,476756,0.65313226,0.32574605,0.33698373,0.66301627,0.07246742,0.42054669,0.00464501,0.1658715,0.03555402,381054,0.32738621,Hispanic
91,58,475674,0.63580866,0.34404661,0.58643367,0.41356633,0.03460541,0.18870723,0.00330589,0.1825467,0.01831425,394447,0.29176205,White
92,59,476209,0.66635092,0.31523164,0.13226644,0.86773356,0.01714407,0.27309716,0.00299788,0.57855802,0.01999969,386606,0.35111928,Asian
93,60,475778,0.62691485,0.35120915,0.18504466,0.81495534,0.02854838,0.62296518,0.00521181,0.15951081,0.03972765,373191,0.2757057,Hispanic
94,61,475724,0.50615652,0.47516542,0.36326874,0.63673126,0.02864511,0.21279412,0.00516293,0.38738777,0.01897968,381566,0.0309911,Asian
95,62,476896,0.49986559,0.48101008,0.66627422,0.33372578,0.01985431,0.16328097,0.00482495,0.13211851,0.01974393,380522,0.01885551,White
96,63,475902,0.48570207,0.49265743,0.6167312,0.3832688,0.0187133,0.19141773,0.0073566,0.15193466,0.02312367,389990,-0.00695536000000002,White
97,64,476785,0.51589023,0.46643786,0.22474165,0.77525835,0.0303074,0.24484079,0.00885485,0.49177989,0.02058438,381260,0.04945237,Asian
98,65,476124,0.61506291,0.36242459,0.21892106,0.78107894,0.03416203,0.53430651,0.00765184,0.20441609,0.03583579,366840,0.25263832,Hispanic
99,66,475740,0.63655748,0.34156622,0.18209328,0.81790672,0.01956443,0.63693165,0.0054861,0.1556871,0.04733453,362188,0.29499126,Hispanic
100,67,475431,0.60004705,0.37860293,0.40702475,0.59297525,0.03012477,0.15558551,0.0048095,0.39732301,0.01471409,374675,0.22144412,Minority
101,68,476057,0.57299601,0.40672703,0.2032772,0.7967228,0.06733654,0.52357119,0.00528519,0.20191714,0.03430342,367631,0.16626898,Hispanic
102,69,475389,0.56512084,0.41379189,0.27719368,0.72280632,0.08049484,0.51632339,0.00546969,0.11881309,0.03590815,361812,0.15132895,Hispanic
103,70,476805,0.64634909,0.33220177,0.14633662,0.85366338,0.10183068,0.66642288,0.00515114,0.08273779,0.04027907,347302,0.31414732,Hispanic
104,71,475725,0.56078019,0.41454402,0.2904813,0.7095187,0.10589144,0.50844883,0.0063849,0.08612744,0.03801473,349575,0.14623617,Hispanic
105,72,476565,0.56273525,0.41482156,0.31588721,0.68411279,0.07297516,0.49146963,0.0069893,0.10917991,0.03714567,362411,0.14791369,Hispanic
106,73,475953,0.6168453,0.36215941,0.21018948,0.78981052,0.13688503,0.57797361,0.00732577,0.06770205,0.04020412,342353,0.25468589,Hispanic
107,74,475791,0.43005728,0.54995034,0.48089514,0.51910486,0.06729048,0.32072547,0.00896267,0.11357506,0.03451191,354805,-0.11989306,Minority
108,75,476349,0.508729,0.47423165,0.54590957,0.45409043,0.05950461,0.30237738,0.00605136,0.07082873,0.03607512,377601,0.03449735,White
109,76,476442,0.41250804,0.56464364,0.6348026,0.3651974,0.03572431,0.22157435,0.00858571,0.07470536,0.03919151,370616,-0.1521356,White
110,77,476437,0.53765705,0.43757442,0.53379815,0.46620185,0.04414798,0.31662249,0.01275822,0.08368839,0.03431584,377639,0.10008263,White
111,78,476619,0.60950858,0.36799689,0.54443027,0.45556973,0.02696099,0.25319769,0.00617907,0.1602205,0.02258041,367531,0.24151169,White
112,79,475397,0.6356987,0.34167086,0.49753844,0.50246156,0.05688736,0.15273803,0.0096723,0.27895761,0.01989806,379434,0.29402784,Minority
113,80,476582,0.70384395,0.27132549,0.61245084,0.38754916,0.0547161,0.18480111,0.0075672,0.12652568,0.02260946,412438,0.43251846,White
114,81,475318,0.67801733,0.29942268,0.23697668,0.76302332,0.12956593,0.45120142,0.0119465,0.17803988,0.03300207,361947,0.37859465,Hispanic
115,82,475450,0.64730082,0.3318807,0.17587387,0.82412613,0.06513725,0.60389273,0.0104136,0.15875246,0.03252189,363755,0.31542012,Hispanic
116,83,476440,0.61202914,0.369515,0.21422984,0.78577016,0.03678535,0.70736206,0.00309827,0.03377029,0.03887397,360524,0.24251414,Hispanic
117,1,481376,0.81691948,0.16061175,0.6354726,0.3645274,0.07491978,0.22256347,0.00240596,0.04758391,0.03283555,399841,0.65630773,White
118,2,481929,0.53965984,0.43665471,0.78003963,0.21996037,0.0124183,0.14764294,0.00278164,0.02890999,0.02764912,388620,0.10300513,White
119,3,480919,0.46805652,0.50807296,0.67153718,0.32846282,0.01701498,0.25369996,0.00247667,0.01313391,0.05528952,382369,-0.04001644,White
120,4,481393,0.30390202,0.66757219,0.77807215,0.22192785,0.03580469,0.11921653,0.00379547,0.03311511,0.03185353,372549,-0.36367017,White
121,5,480950,0.48199457,0.47804519,0.65410433,0.34589567,0.09138398,0.17989542,0.0087708,0.04595802,0.03836149,372144,0.00394938,White
122,6,480619,0.6175332,0.3561798,0.70601043,0.29398957,0.05876102,0.14123431,0.00312578,0.07058597,0.0283165,384864,0.2613534,White
123,7,480571,0.60359788,0.36837952,0.76595403,0.23404597,0.01947257,0.13894644,0.00237199,0.0467647,0.03052549,386595,0.23521836,White
124,8,480749,0.57827072,0.39284572,0.51619771,0.48380229,0.03094645,0.37681886,0.00302331,0.0530013,0.0426691,358878,0.185425,White
125,9,480506,0.67919092,0.29544856,0.40542099,0.59457901,0.19509562,0.30401275,0.00746933,0.08061959,0.03502079,353847,0.38374236,Minority
126,10,480988,0.4671823,0.50759167,0.81276502,0.18723498,0.01928538,0.08320146,0.00281768,0.05837446,0.02227124,362710,-0.0404093700000001,White
127,11,482068,0.69484401,0.27897018,0.78104273,0.21895727,0.01742791,0.12444449,0.00236398,0.04867581,0.02507213,387482,0.41587383,White
128,12,481646,0.40690612,0.56473245,0.70727903,0.29272097,0.01789105,0.22293613,0.00249112,0.0230429,0.03299905,359677,-0.15782633,White
129,1,451593,0.73806187,0.24870398,0.43006647,0.56993353,0.26008008,0.25498802,0.00197665,0.06107375,0.01637837,355652,0.48935789,Minority
130,2,450995,0.56524242,0.41540239,0.79681415,0.20318585,0.05321046,0.08996117,0.00236272,0.03955644,0.0221888,365680,0.14984003,White
131,3,449904,0.64381711,0.34454953,0.57415123,0.42584877,0.1969015,0.16491878,0.00146647,0.06193431,0.01580497,364822,0.29926758,White
132,4,451708,0.70773491,0.2796783,0.46887278,0.53112722,0.19471812,0.2706024,0.00160636,0.05925,0.01524191,350481,0.42805661,Minority
133,5,450824,0.48943585,0.49607007,0.72365603,0.27634397,0.09128101,0.14283685,0.00160416,0.02712586,0.01578535,359067,-0.00663421999999997,White
134,6,449956,0.54148974,0.43843696,0.82565584,0.17434416,0.04273584,0.05157128,0.00091772,0.05906459,0.01531182,362857,0.10305278,White
135,7,451135,0.544088,0.43983793,0.76482584,0.23517416,0.06424162,0.11077216,0.00110505,0.04979608,0.01394676,362880,0.10425007,White
